#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 1147179, SEN S/N: 1147179)","Ext. Line Event, units (LGR S/N: 1147179, SEN S/N: 1147179)",Coupler Attached (LGR S/N: 1147179),Host Connected (LGR S/N: 1147179),Stopped (LGR S/N: 1147179),End Of File (LGR S/N: 1147179)
1,6/27/2022 11:00,27.665,0,,,,
2,6/27/2022 12:00,26.683,,,,,
3,6/27/2022 13:00,29.152,,,,,
4,6/27/2022 14:00,26.977,,,,,
5,6/27/2022 15:00,27.173,,,,,
6,6/27/2022 16:00,27.173,,,,,
7,6/27/2022 17:00,27.272,,,,,
8,6/27/2022 18:00,27.272,,,,,
9,6/27/2022 19:00,27.075,,,,,
10,6/27/2022 20:00,26.879,,,,,
11,6/27/2022 21:00,26.781,,,,,
12,6/27/2022 22:00,26.585,,,,,
13,6/27/2022 23:00,26.39,,,,,
14,6/28/2022 0:00,26.195,,,,,
15,6/28/2022 1:00,26,,,,,
16,6/28/2022 2:00,25.805,,,,,
17,6/28/2022 3:00,25.708,,,,,
18,6/28/2022 4:00,25.513,,,,,
19,6/28/2022 5:00,25.319,,,,,
20,6/28/2022 6:00,25.222,,,,,
21,6/28/2022 7:00,25.222,,,,,
22,6/28/2022 8:00,25.513,,,,,
23,6/28/2022 9:00,25.513,,,,,
24,6/28/2022 10:00,25.416,,,,,
25,6/28/2022 11:00,25.513,,,,,
26,6/28/2022 12:00,25.805,,,,,
27,6/28/2022 13:00,26.097,,,,,
28,6/28/2022 14:00,26.195,,,,,
29,6/28/2022 15:00,26.292,,,,,
30,6/28/2022 16:00,26.488,,,,,
31,6/28/2022 17:00,26.683,,,,,
32,6/28/2022 18:00,26.683,,,,,
33,6/28/2022 19:00,26.585,,,,,
34,6/28/2022 20:00,26.488,,,,,
35,6/28/2022 21:00,26.39,,,,,
36,6/28/2022 22:00,26.195,,,,,
37,6/28/2022 23:00,26,,,,,
38,6/29/2022 0:00,25.902,,,,,
39,6/29/2022 1:00,25.805,,,,,
40,6/29/2022 2:00,25.61,,,,,
41,6/29/2022 3:00,25.416,,,,,
42,6/29/2022 4:00,25.319,,,,,
43,6/29/2022 5:00,25.125,,,,,
44,6/29/2022 6:00,25.028,,,,,
45,6/29/2022 7:00,25.125,,,,,
46,6/29/2022 8:00,25.125,,,,,
47,6/29/2022 9:00,25.125,,,,,
48,6/29/2022 10:00,25.125,,,,,
49,6/29/2022 11:00,25.125,,,,,
50,6/29/2022 12:00,25.125,,,,,
51,6/29/2022 13:00,25.222,,,,,
52,6/29/2022 14:00,25.319,,,,,
53,6/29/2022 15:00,25.416,,,,,
54,6/29/2022 16:00,25.513,,,,,
55,6/29/2022 17:00,25.513,,,,,
56,6/29/2022 18:00,25.513,,,,,
57,6/29/2022 19:00,25.416,,,,,
58,6/29/2022 20:00,25.319,,,,,
59,6/29/2022 21:00,25.125,,,,,
60,6/29/2022 22:00,24.931,,,,,
61,6/29/2022 23:00,24.835,,,,,
62,6/30/2022 0:00,24.641,,,,,
63,6/30/2022 1:00,24.448,,,,,
64,6/30/2022 2:00,24.255,,,,,
65,6/30/2022 3:00,24.062,,,,,
66,6/30/2022 4:00,23.966,,,,,
67,6/30/2022 5:00,23.773,,,,,
68,6/30/2022 6:00,23.677,,,,,
69,6/30/2022 7:00,23.966,,,,,
70,6/30/2022 8:00,24.448,,,,,
71,6/30/2022 9:00,24.641,,,,,
72,6/30/2022 10:00,24.931,,,,,
73,6/30/2022 11:00,25.222,,,,,
74,6/30/2022 12:00,25.416,,,,,
75,6/30/2022 13:00,25.513,,,,,
76,6/30/2022 14:00,25.708,,,,,
77,6/30/2022 15:00,25.902,,,,,
78,6/30/2022 16:00,26,,,,,
79,6/30/2022 17:00,26,,,,,
80,6/30/2022 18:00,26,,,,,
81,6/30/2022 19:00,25.902,,,,,
82,6/30/2022 20:00,25.805,,,,,
83,6/30/2022 21:00,25.708,,,,,
84,6/30/2022 22:00,25.513,,,,,
85,6/30/2022 23:00,25.319,,,,,
86,7/1/2022 0:00,25.222,,,,,
87,7/1/2022 1:00,25.028,,,,,
88,7/1/2022 2:00,24.835,,,,,
89,7/1/2022 3:00,24.738,,,,,
90,7/1/2022 4:00,24.545,,,,,
91,7/1/2022 5:00,24.351,,,,,
92,7/1/2022 6:00,24.351,,,,,
93,7/1/2022 7:00,24.641,,,,,
94,7/1/2022 8:00,25.028,,,,,
95,7/1/2022 9:00,25.319,,,,,
96,7/1/2022 10:00,25.61,,,,,
97,7/1/2022 11:00,25.805,,,,,
98,7/1/2022 12:00,26.097,,,,,
99,7/1/2022 13:00,26.195,,,,,
100,7/1/2022 14:00,26.39,,,,,
101,7/1/2022 15:00,26.39,,,,,
102,7/1/2022 16:00,26.39,,,,,
103,7/1/2022 17:00,26.488,,,,,
104,7/1/2022 18:00,26.585,,,,,
105,7/1/2022 19:00,26.488,,,,,
106,7/1/2022 20:00,26.292,,,,,
107,7/1/2022 21:00,26.195,,,,,
108,7/1/2022 22:00,26,,,,,
109,7/1/2022 23:00,25.805,,,,,
110,7/2/2022 0:00,25.708,,,,,
111,7/2/2022 1:00,25.513,,,,,
112,7/2/2022 2:00,25.319,,,,,
113,7/2/2022 3:00,25.125,,,,,
114,7/2/2022 4:00,24.931,,,,,
115,7/2/2022 5:00,24.835,,,,,
116,7/2/2022 6:00,24.738,,,,,
117,7/2/2022 7:00,25.028,,,,,
118,7/2/2022 8:00,25.513,,,,,
119,7/2/2022 9:00,25.708,,,,,
120,7/2/2022 10:00,26,,,,,
121,7/2/2022 11:00,26.195,,,,,
122,7/2/2022 12:00,26.292,,,,,
123,7/2/2022 13:00,26.488,,,,,
